review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,owner_status,owner_decision,owner_new,owner_note
"dddb7513fa5f3387","dddb7513fa5f3387fe8ba08afb312d701c58a89cedf7e483193372b6b8363a49","G2A1P3-IS-0067","g2/a1/is|a1-kein|a1.card.a1-kein.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-kein","a1.card.a1-kein.study.translation","neviens • nekāds","kein","Mitte ükski • Mitte mingi","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"e0e4c8de007b8dfa","e0e4c8de007b8dfad38f9f3859e21fa82664d049b67b3b2a034f2558738bbfd5","G2A1P3-IS-0120","g2/a1/is|a1-wer|a1.card.a1-wer.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-wer","a1.card.a1-wer.study.translation","kas • kurš","wer","Kes • Cumb","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"e11730e1d5d07648","e11730e1d5d07648f5140189208e49a4feeb49faec38cf6e715cd4b5ad48de00","G2A1P3-IS-0005","g2/a1/is|a1-an|a1.card.a1-an.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-an","a1.card.a1-an.native","pie","an","Juures • Peal • Ligi","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"e1db0f1e7f6f904c","e1db0f1e7f6f904cfa585be6e256af7654ea67be2bac090d0a2323606b12037a","G2A1P3-IS-0047","g2/a1/is|a1-gleich|a1.card.a1-gleich.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-gleich","a1.card.a1-gleich.native","tūlīt","gleich","Kohe • Ëësäkää","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"e229f612a0d05d1d","e229f612a0d05d1de88a15e633295f41f8f305247109020813db7d4e20b5aa29","G2A1P3-IS-0085","g2/a1/is|a1-mann|a1.card.a1-mann.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-mann","a1.card.a1-mann.native","vīrietis • vīrs","Mann","Mees • Abikaasa","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"e2eb6f0412d5395e","e2eb6f0412d5395ea551859bb448813c9457f54efa437f2cacec549e3cdb32f0","G2A1P3-IS-0024","g2/a1/is|a1-eis|a1.card.a1-eis.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-eis","a1.card.a1-eis.study.translation","ledus • saldējums","Eis","Jää • Iskrem","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"e4185bba48e21e55","e4185bba48e21e554857578534de4ca185e2e4f171afc538ca6f53e284a0a4ed","G2A1P3-IS-0083","g2/a1/is|a1-machen|a1.card.a1-machen.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-machen","a1.card.a1-machen.native","darīt • taisīt","machen","Tegema • Forbered","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"e5cf706bf6efe843","e5cf706bf6efe843d04cb4fd240f66a101b4de712171ef010862e7ae1682bcb6","G2A1P3-IS-0065","g2/a1/is|a1-ins|a1.card.a1-ins.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-ins","a1.card.a1-ins.study.translation","iekšā • uz iekšu • kurp?","ins","Sisse • Sissepoole • Kuhu?","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"e916257b62288795","e916257b622887957c0f6383b493e98cadad5f3339998fe04199f9053f83f869","G2A1P3-IS-0095","g2/a1/is|a1-nur-study|a1.card.a1-nur-study.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-nur-study","a1.card.a1-nur-study.study.translation","tikai • vienīgi","nur","Kun • Üksnes","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"e9a32159c7921114","e9a32159c79211140b8929df3b55f4ff0053c2ca1c7469c30898d2499d7ed90f","G2A1P3-IS-0022","g2/a1/is|a1-einmal|a1.card.a1-einmal.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-einmal","a1.card.a1-einmal.study.translation","vienreiz • reiz","einmal","Üks kord • Kord","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"f3d0accb80fc6dd1","f3d0accb80fc6dd150588b8f8c753c76235a7cad18e55cb696b4ee489c74e1d2","G2A1P3-IS-0062","g2/a1/is|a1-in|a1.card.a1-in.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-in","a1.card.a1-in.native","iekšā • uz","in","Sett • Sissy","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
"f808f38158186304","f808f38158186304daf922c6537d7ac544f22ac296800bdc9397501f22a2aa8a","G2A1P3-IS-0055","g2/a1/is|a1-huebsch|a1.card.a1-huebsch.study.comparison[0].meaning|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-huebsch","a1.card.a1-huebsch.study.comparison[0].meaning","glīts","hübsch","fagurt • aðlaðandi að útliti","","","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","FIELD_NOT_FOUND","PENDING","","",""
