review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,owner_status,owner_decision,owner_new,owner_note
"92f2b1379674373f","92f2b1379674373f16ebd03134e3994165782e7e7d6fa2a0afb4e12bc5a12642","DISC-G2-A1-HR-L0012","g2/a1/hr|Fluss|idx:194|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Fluss|idx:194","lv","upe","Fluss","","Река","Река","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"93da84c25a2ba2e2","93da84c25a2ba2e23a79f3b80d1f778bcde4063f31ef8001665dec577443669e","DISC-G2-A1-HR-L0016","g2/a1/hr|Erdbeere|idx:76|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Erdbeere|idx:76","lv","zemene","Erdbeere","","Jagode.","Jagode.","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"94043ea01e116c64","94043ea01e116c64b79e17a895145d0459d296b0289d8108f9c152e02af4dac1","DISC-G2-A1-HR-L0012","g2/a1/hr|anfangen|idx:14|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","anfangen|idx:14","lv","sākt","anfangen","","Започнете","Започнете","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"947cf5be7380d1bb","947cf5be7380d1bb380f567d0f22395d66fa58657037bc57a027b6f735d11b07","DISC-G2-A1-HR-L0006","g2/a1/hr|Kindergarten|idx:315|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Kindergarten|idx:315","lv","bērnudārzs","Kindergarten","","Градинка","Градинка","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"95f5fda0eb3831e5","95f5fda0eb3831e5f460966b641c8edb083462f242ff4d3a98a048c6d18b2bdd","DISC-G2-A1-HR-L0004","g2/a1/hr|wann|idx:640|lv|TARGET_LANGUAGE_WRONG|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","wann|idx:640","lv","kad","wann","","Кога","Кога","PASS","","TARGET_LANGUAGE_WRONG","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"972602edff868216","972602edff868216eb5f95b48f263f774ff2f8ddc707cd31a35a237bf05f55f9","DISC-G2-A1-HR-L0006","g2/a1/hr|Lied|idx:376|lv|WRONG_TARGET_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Lied|idx:376","lv","dziesma","Lied","","Песен","Песен","PASS","","WRONG_TARGET_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"975329e7ee2f7d90","975329e7ee2f7d908a867cfb09020d452f0003a00855df07377c193907e71c36","DISC-G2-A1-HR-L0003","g2/a1/hr|schön|idx:522|lv|LANGUAGE_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","schön|idx:522","lv","skaists","schön","","Красива","Красива","PASS","","LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"97f590d7e7a93e96","97f590d7e7a93e965cf72a02244ad300cb1eb0747618eb377203362eb2eed4fe","DISC-G2-A1-HR-L0022","g2/a1/hr|leicht|idx:366|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","leicht|idx:366","lv","viegls","leicht","","Лесно","Лесно","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"9846bc8c2acd1641","9846bc8c2acd164199aaa49a52b35929b2642dbc6f152d541e652c0378dc7c60","DISC-G2-A1-HR-L0013","g2/a1/hr|Foto|idx:195|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Foto|idx:195","lv","fotogrāfija","Foto","","Снимка","Снимка","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
"985bbc495ec917b6","985bbc495ec917b6027d97e4398cd4701a1f29c0d8a9cbc3690a6fef387b1290","DISC-G2-A1-HR-L0019","g2/a1/hr|Kaffee|idx:330|lv|WRONG_LANGUAGE|gpt-5.6-luna","hr","","crowdin-staging/g2/hr-a1.json","Kaffee|idx:330","lv","kafija","Kaffee","","Cafe","Cafe","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","PENDING","","",""
