escalation_batch_id,source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,unresolved_category,owner_status,owner_decision,owner_new,owner_note
"ESC-009","BATCH-077","577943d3928a39d0","577943d3928a39d02d4963683aa5c8ea3ef4b67d7b86cc61b1511a3529fa8978","DISC-G2-A1-FI-L0021","g2/a1/fi|Toilette|idx:601|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Toilette|idx:601","lv","tualete","Toilette","","Tualett","Tualett","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Tualett"" de_reference=""Toilette"""
"ESC-009","BATCH-079","b61d107ddae2ce46","b61d107ddae2ce46a3fee3da8fabecdf87eb8d029d1a8f3ec8389f73d538b21c","DISC-G2-A1-FI-L0022","g2/a1/fi|Tomate|idx:602|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Tomate|idx:602","lv","tomāts","Tomate","","Tomat","Tomat","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Tomat"" de_reference=""Tomate"""
"ESC-009","BATCH-077","41e0fbbcb2ffa955","41e0fbbcb2ffa9550df0e92b7e1ee0460d0eb1f027aec8fcfbca6c24301fcade","DISC-G2-A1-FI-L0023","g2/a1/fi|Treppe|idx:603|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Treppe|idx:603","lv","kāpnes","Treppe","","Trepp","Trepp","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Trepp"" de_reference=""Treppe"""
"ESC-009","BATCH-078","852169dd99cee678","852169dd99cee678b1bbee67e5f4f99098f7bfaeadb4fdb8e024702d1a4fd05d","DISC-G2-A1-FI-L0024","g2/a1/fi|trinken|idx:604|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","trinken|idx:604","lv","dzert","trinken","","Jooma","Jooma","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Jooma"" de_reference=""trinken"""
"ESC-009","BATCH-080","d121c3958f17cca5","d121c3958f17cca5c9d4aebf21361e35edef6354cfe8795727dc8b17dd48b828","DISC-G2-A1-FI-L0025","g2/a1/fi|tun|idx:605|lv|WRONG_LANGUAGE|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","tun|idx:605","lv","darīt","tun","","Tegema","Tegema","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Tegema"" de_reference=""tun"""
"ESC-009","BATCH-075","02d0f4388b68a8d2","02d0f4388b68a8d25c719456d01a5381eaadef815ec668a4a6f6adca5760c7ee","DISC-G2-A1-FI-L0001","g2/a1/fi|Tür|idx:606|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Tür|idx:606","lv","durvis","Tür","","Uks","Uks","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Uks"" de_reference=""Tür"""
"ESC-009","BATCH-076","29850f5477d6a3af","29850f5477d6a3afc8e5f0adca15cf0ef1650ef3be678e5ec9c7825d9a9e2d7f","DISC-G2-A1-FI-L0002","g2/a1/fi|U-Bahn|idx:607|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","U-Bahn|idx:607","lv","metro","U-Bahn","","Metroo","Metroo","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Metroo"" de_reference=""U-Bahn"""
"ESC-009","BATCH-078","778dc8ccfc02318c","778dc8ccfc02318c9ded8f9e38d7030b5fdbbeed2da30eb0d495a21f6bfa3782","DISC-G2-A1-FI-L0003","g2/a1/fi|überall|idx:609|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","überall|idx:609","lv","visur","überall","","Kõikjal","Kõikjal","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Kõikjal"" de_reference=""überall"""
"ESC-009","BATCH-077","4a127d8947fd076e","4a127d8947fd076e505500fea6811418339fa2f920a06d509733504cd58d280c","DISC-G2-A1-FI-L0004","g2/a1/fi|übermorgen|idx:610|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","übermorgen|idx:610","lv","parīt","übermorgen","","Ülehomme","Ülehomme","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","TARGET_LANGUAGE_REWRITE_REQUIRED","DECIDED","NELABOT","","TARGET_LANGUAGE_VALID: Post-Crowdin production_current is in the intended target language; the discovery-time wrong-language finding is obsolete or a false positive. lang=fi field=lv mapping=EXPLICIT_FIELD_ALIAS post_crowdin=CHANGED_SINCE_DISCOVERY bucket=WRONG_OR_MIXED_TARGET_LANGUAGE production_current=""Ülehomme"" de_reference=""übermorgen"""
"ESC-009","BATCH-078","74461b02a092dcb9","74461b02a092dcb9563d0fb16172659d19bc2c805898a6c5bd8fed2a446a4f0c","DISC-G2-A1-FI-L0001","g2/a1/fi|Uhr|idx:698|lv, study|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","fi","","crowdin-staging/g2/fi-a1.json","Uhr|idx:698","lv, study","pulkstenis","Uhr","","{""lv"":""Kell"",""study.translation"":""Kell"",""study.explanation"":""[\""Põhiidee: Kell või käekell. Ka kellaaeg: Es ist acht Uhr.\"",\""Die Uhr tähendab peamiselt: seade või kellaaeg.\"",\""Sageli kirjeldab: konkreetne kellaaeg.\"",\""Die Uhr tähendab kella — seadet või kellaaega (Es ist acht Uhr, meine Uhr).\""]"",""study.examples"":""[{\""de\"":\""Es ist acht Uhr.\"",\""lv\"":\""On kaheksa (kell kaheksa).\""},{\""de\"":\""Es ist acht Uhr.\"",\""lv\"":\""On kaheksa (kell kaheksa).\""},{\""de\"":\""Meine Uhr ist kaputt.\"",\""lv\"":\""Minu kell on katki.\""},{\""de\"":\""Es ist acht Uhr.\"",\""lv\"":\""On kaheksa.\""},{\""de\"":\""Es ist acht Uhr.\"",\""lv\"":\""On kaheksa (kell).\""},{\""de\"":\""die Uhr\"",\""lv\"":\""Kell näitab aega.\""}]"",""study.tip"":""[\""Kello tai rannekello. Myös aika kellolla: Es ist acht Uhr.\"",\""Käytä die Uhr, kun konteksti vastaa tätä merkitystä.\""]"",""study.important"":""[\""die Uhr: laite (meine Uhr) tai aika (acht Uhr).\"",\""die Uhr: tarkista konteksti ennen käyttöä.\""]""}","{""lv"":""Kell"",""study.translation"":""Kell"",""study.explanation"":""[\""Põhiidee: Kell või käekell. Ka kellaaeg: Es ist acht Uhr.\"",\""Die Uhr tähendab peamiselt: seade või kellaaeg.\"",\""Sageli kirjeldab: konkreetne kellaaeg.\"",\""Die Uhr tähendab kella — seadet või kellaaega (Es ist acht Uhr, meine Uhr).\""]"",""study.examples"":""[{\""de\"":\""Es ist acht Uhr.\"",\""lv\"":\""On kaheksa (kell kaheksa).\""},{\""de\"":\""Es ist acht Uhr.\"",\""lv\"":\""On kaheksa (kell kaheksa).\""},{\""de\"":\""Meine Uhr ist kaputt.\"",\""lv\"":\""Minu kell on katki.\""},{\""de\"":\""Es ist acht Uhr.\"",\""lv\"":\""On kaheksa.\""},{\""de\"":\""Es ist acht Uhr.\"",\""lv\"":\""On kaheksa (kell).\""},{\""de\"":\""die Uhr\"",\""lv\"":\""Kell näitab aega.\""}]"",""study.tip"":""[\""Kello tai rannekello. Myös aika kellolla: Es ist acht Uhr.\"",\""Käytä die Uhr, kun konteksti vastaa tätä merkitystä.\""]"",""study.important"":""[\""die Uhr: laite (meine Uhr) tai aika (acht Uhr).\"",\""die Uhr: tarkista konteksti ennen käyttöä.\""]""}","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","PENDING","","","OWNER_REVIEW_REQUIRED: COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER. mapping=COMPOSITE_SCOPE_CAPTURED bucket=WRONG_OR_MIXED_TARGET_LANGUAGE lang=fi field=lv, study composite scope does not isolate the reported field; an exact field-level decision is unsafe."
