source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-207","9828672dee48095a","9828672dee48095ad131ddefba82a7edb2cf39d4da5a66a3497c419c9347b55a","G2A1P3-IS-0104","g2/a1/is|a1-sich|a1.card.a1-sich.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-sich","a1.card.a1-sich.native","sevi • sev","sich","Slutt • Endale","Slutt • Endale","Slutt • Endale","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""lv"":""sig • sér""}","IS sich native: NO Slutt/Endale→sig•sér for sevi•sev (reflexive). DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-207","afbef259f9423446","afbef259f9423446a74f29175bcfa2bd7803b8305d32afc8bb8aca4cbbef0a06","G2A1P3-IS-0105","g2/a1/is|a1-sich|a1.card.a1-sich.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-sich","a1.card.a1-sich.study.translation","sevi • sev","sich","Slutt • Endale","Slutt • Endale","Slutt • Endale","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""study.translation"":""sig • sér""}","IS sich translation: NO Slutt/Endale→sig•sér for sevi•sev (reflexive). DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-207","865e2ec9b893c445","865e2ec9b893c4459ff6d0de5a08c869733cd0e0fce4dda86e1cf84a0b0edd10","G2A1P3-IS-0106","g2/a1/is|a1-sicher|a1.card.a1-sicher.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-sicher","a1.card.a1-sicher.native","drošs • noteikti","sicher","Kindle • Definitivt","Kindle • Definitivt","Kindle • Definitivt","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""lv"":""öruggur • örugglega""}","IS sicher native gala: öruggur•viss→öruggur•örugglega (adj+adv for drošs•noteikti). DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-207","62986eb2e2c6015f","62986eb2e2c6015fc6350fa78b2e1650843165cdcdb475e77fc0e9d6efe59cb9","G2A1P3-IS-0107","g2/a1/is|a1-sicher|a1.card.a1-sicher.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-sicher","a1.card.a1-sicher.study.translation","drošs • noteikti","sicher","Kindle • Definitivt","Kindle • Definitivt","Kindle • Definitivt","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""study.translation"":""öruggur • örugglega""}","IS sicher translation gala: öruggur•viss→öruggur•örugglega (adj+adv for drošs•noteikti). DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-208","f8155a03024c10a5","f8155a03024c10a5030b4f3df391e4c203354ab36f95633178b9aaebf086b03a","G2A1P3-IS-0108","g2/a1/is|a1-ueber|a1.card.a1-ueber.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-ueber","a1.card.a1-ueber.native","virs • par","über","Kohal • Kohta","Kohal • Kohta","Kohal • Kohta","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""lv"":""yfir • um""}","IS über native: ET Kohal/Kohta→yfir•um for virs•par. DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-207","c087611984ce9a36","c087611984ce9a36993e976393cc3489d186bb34ffa966ea4f6c63dc80a96b6f","G2A1P3-IS-0109","g2/a1/is|a1-ueber|a1.card.a1-ueber.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-ueber","a1.card.a1-ueber.study.translation","virs • par","über","Kohal • Kohta","Kohal • Kohta","Kohal • Kohta","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""study.translation"":""yfir • um""}","IS über translation: ET Kohal/Kohta→yfir•um for virs•par. DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-206","016afbcd4f7491af","016afbcd4f7491afb8935acd8ec4d80b081f579ca3c78d2c34dd67bd7d74c195","G2A1P3-IS-0110","g2/a1/is|a1-um|a1.card.a1-um.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-um","a1.card.a1-um.native","ap • pulksten","um","Umbes • Kell","Umbes • Kell","Umbes • Kell","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""lv"":""um • klukkan""}","IS um native: ET Umbes/Kell→um•klukkan for ap•pulksten. DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-207","665e09be4965a546","665e09be4965a5464dcd25aca8c040933c119efa1514d0910597b9f7b7d9d238","G2A1P3-IS-0111","g2/a1/is|a1-um|a1.card.a1-um.study.translation|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-um","a1.card.a1-um.study.translation","ap • pulksten","um","Umbes • Kell","Umbes • Kell","Umbes • Kell","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""study.translation"":""um • klukkan""}","IS um translation: ET Umbes/Kell→um•klukkan for ap•pulksten. DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-207","0f418a389257699d","0f418a389257699d85c5228b69c6ed7c5cea86b2ae251ba2de4b522ba25517c2","G2A1P3-IS-0112","g2/a1/is|a1-verstehen|a1.card.a1-verstehen.study.explanation[2]|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-verstehen","a1.card.a1-verstehen.study.explanation[2]","Latviski šeit parasti nevajag “prast” vai “mācēt”; tie biežāk ir können.","verstehen","I Eesti keeles ei ole siin vanligvis vaja sõu “oskama” või “suutma” • Trenger sävää sõnale können oftere.","I Eesti keeles ei ole siin vanligvis vaja sõu “oskama” või “suutma” • Trenger sävää sõnale können oftere.","I Eesti keeles ei ole siin vanligvis vaja sõu “oskama” või “suutma” • Trenger sävää sõnale können oftere.","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""study.explanation[2]"":""Á íslensku er verstehen = skilja; geta/kunna svarar oftast að orði können.""}","IS verstehen explanation[2]: ET/NO oskama/suutma/können→verstehen=skilja; geta/kunna for LV prast/mācēt note. DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-206","09cc0260aacb1470","09cc0260aacb14700940c88a458c7bf4f6908a4013fb28f06a07aa31de3186ae","G2A1P3-IS-0113","g2/a1/is|a1-vor|a1.card.a1-vor.native|MULTI_TRANSLATION|deterministic/multi-translation","is","","crowdin-staging/g2/is-a1.json","a1-vor","a1.card.a1-vor.native","pirms • priekšā","vor","Enne • Ees","Enne • Ees","Enne • Ees","PASS","","MULTI_TRANSLATION","MULTI_TRANSLATION_REVIEW_REQUIRED","","MEDIUM","NONE","UNCHANGED_SINCE_DISCOVERY","EXACT_FIELD","DECIDED","LABOT","{""lv"":""áður • fyrir""}","IS vor native: ET Enne/Ees→áður•fyrir for pirms•priekšā. DE untouched.","MULTI_TRANSLATION_SCALAR_DECISION_REQUIRED","INDIVIDUAL_LINGUISTIC"
