source_batch_id,review_group_id,decision_target_key,finding_member_ids,finding_stable_ids,languages,source_cluster_id,production_file,card_object_id,field_path,lv_source,de_reference,discovery_current,production_current,production_current_mirror,primary_www_parity,proposed,raw_category,canonical_bucket,reason,severity,conflict_status,post_crowdin_state,mapping_resolution,owner_status,owner_decision,owner_new,owner_note,unresolved_category,provenance_type
"BATCH-165","f813f8a06337b83e","f813f8a06337b83e23951c125b76350013efe42a2c58bbdfe71e6cdfcf7df78f","DISC-G2-A1-IS-L0022","g2/a1/is|Vogel|idx:632|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Vogel|idx:632","lv","putns","Vogel","","Linden","Linden","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","fugl","IS Vogel / lv: individuāli pārbaudīta LRB-040 rinda 1/50; precīzā scalar vērtība aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-164","42cd6a2de134488d","42cd6a2de134488d5afc0852de17b89c4804053d1894db2f13d3239e7f0127b7","DISC-G2-A1-IS-L0023","g2/a1/is|voll|idx:633|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","voll|idx:633","lv","pilns","voll","","Shit","Shit","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","fullur","IS voll / lv: individuāli pārbaudīta LRB-040 rinda 2/50; precīzā scalar vērtība aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-097","0d3f859b276817f5","0d3f859b276817f5ed2865fabbe726ecb6d63375ae5acea9df7706a9b6a253d4","DISC-G2-A1-IS-L0001","g2/a1/is|vom|idx:634|study|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vom|idx:634","study","no","vom","","{""study.translation"":""-st"",""study.explanation"":""[\""Vom on eessõna von ja artikli dem lühend.\"",\""Täisform: von dem (Dativ).\"",\""Kasutatakse mees- ja keskssoost nimsvøndega, kui tättätkse ervetää või suunda määski hösle.\"",\""Svarte du på spørsmålene fyr? hvor kysten?\"",\""Praktikas svetke geäms alati vom, mitte täësvormi von dem.\""]"",""study.examples"":""[{\""de\"":\""Ich komme vom Bahnhof.\"",\""lv\"":\""Ma tulen jaamast.\""},{\""de\"":\""Das Geschenk ist vom Vater.\"",\""lv\"":\""Kingitus på issalt.\""},{\""de\"":\""Er kommt vom Arzt.\"",\""lv\"":\""Ta tulb arsti kuerest.\""},{\""de\"":\""Sie fährt vom Flughafen.\"",\""lv\"":\""Ta bussen til flyplassen.\""},{\""de\"":\""Das ist vom Markt.\"",\""lv\"":\""Se på tur.\""},{\""de\"":\""Wir kommen vom Fest.\"",\""lv\"":\""Me tuleme peolt.\""},{\""de\"":\""Er holt Milch vom Bauern.\"",\""lv\"":\""Ta temen piima talunikult.\""},{\""de\"":\""Die Nachricht ist vom Chef.\"",\""lv\"":\""Sõnum på ülemuselt.\""}]"",""study.comparison"":""[{\""word\"":\""vom\"",\""meaning\"":\""-st (betong asi, dativ)\"",\""example\"":\""vom Bahnhof – Faktisk\""},{\""word\"":\""von\"",\""meaning\"":\""-st (uldiselt)\"",\""example\"":\""von mir – Minutt\""},{\""word\"":\""aus\"",\""meaning\"":\""Seest / opprinnelse\"",\""example\"":\""aus Deutschland – Opprinnelse i Tyskland\""},{\""word\"":\""ab\"",\""meaning\"":\""Alates (aeg/koht)\"",\""example\"":\""ab Montag – God påske\""},{\""word\"":\""zu\"",\""meaning\"":\""-sse / tøre (vastupidine suund)\"",\""example\"":\""zum Arzt – Lege i medisin\""}]"",""study.tip"":""[\""Muna: von + dem → vom (þolmál).\"",\""Í samtalsmáli seggja næstum aldrei von dem — nota vom.\""]"",""study.important"":""[\""vom = von dem, eingöngu með karlkyns eða hvorugkyns nafnorði í þolmálinu.\"",\""Gefur til kynna uppruna, heimild eða stefnu frá einhverju sérstöku.\"",\""Fyrir kvenkyns: von der Mutter, ekki vom Mutter.\"",\""Ekki rugla saman við aus (uppruni frá landi) eða ab (útgangspunkt).\""]""}","{""study.translation"":""-st"",""study.explanation"":""[\""Vom on eessõna von ja artikli dem lühend.\"",\""Täisform: von dem (Dativ).\"",\""Kasutatakse mees- ja keskssoost nimsvøndega, kui tättätkse ervetää või suunda määski hösle.\"",\""Svarte du på spørsmålene fyr? hvor kysten?\"",\""Praktikas svetke geäms alati vom, mitte täësvormi von dem.\""]"",""study.examples"":""[{\""de\"":\""Ich komme vom Bahnhof.\"",\""lv\"":\""Ma tulen jaamast.\""},{\""de\"":\""Das Geschenk ist vom Vater.\"",\""lv\"":\""Kingitus på issalt.\""},{\""de\"":\""Er kommt vom Arzt.\"",\""lv\"":\""Ta tulb arsti kuerest.\""},{\""de\"":\""Sie fährt vom Flughafen.\"",\""lv\"":\""Ta bussen til flyplassen.\""},{\""de\"":\""Das ist vom Markt.\"",\""lv\"":\""Se på tur.\""},{\""de\"":\""Wir kommen vom Fest.\"",\""lv\"":\""Me tuleme peolt.\""},{\""de\"":\""Er holt Milch vom Bauern.\"",\""lv\"":\""Ta temen piima talunikult.\""},{\""de\"":\""Die Nachricht ist vom Chef.\"",\""lv\"":\""Sõnum på ülemuselt.\""}]"",""study.comparison"":""[{\""word\"":\""vom\"",\""meaning\"":\""-st (betong asi, dativ)\"",\""example\"":\""vom Bahnhof – Faktisk\""},{\""word\"":\""von\"",\""meaning\"":\""-st (uldiselt)\"",\""example\"":\""von mir – Minutt\""},{\""word\"":\""aus\"",\""meaning\"":\""Seest / opprinnelse\"",\""example\"":\""aus Deutschland – Opprinnelse i Tyskland\""},{\""word\"":\""ab\"",\""meaning\"":\""Alates (aeg/koht)\"",\""example\"":\""ab Montag – God påske\""},{\""word\"":\""zu\"",\""meaning\"":\""-sse / tøre (vastupidine suund)\"",\""example\"":\""zum Arzt – Lege i medisin\""}]"",""study.tip"":""[\""Muna: von + dem → vom (þolmál).\"",\""Í samtalsmáli seggja næstum aldrei von dem — nota vom.\""]"",""study.important"":""[\""vom = von dem, eingöngu með karlkyns eða hvorugkyns nafnorði í þolmálinu.\"",\""Gefur til kynna uppruna, heimild eða stefnu frá einhverju sérstöku.\"",\""Fyrir kvenkyns: von der Mutter, ekki vom Mutter.\"",\""Ekki rugla saman við aus (uppruni frá landi) eða ab (útgangspunkt).\""]""}","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""lv"":""frá"",""study.translation"":""frá"",""study.explanation"":""[\""vom er samdráttur úr forsetningunni von og greininum dem.\"",\""Óstytt mynd er von dem; dem er í þágufalli.\"",\""vom er notað með karlkyns og hvorugkyns nafnorðum þegar vísað er til uppruna, upphafsstaðar eða þess hvaðan eitthvað kemur.\"",\""vom er oft þýtt sem frá og svarar spurningunni hvaðan?\"",\""Í daglegu máli er vom nær alltaf notað í stað von dem.\""]"",""study.examples"":""[{\""de\"":\""Ich komme vom Bahnhof.\"",\""lv\"":\""Ég kem frá lestarstöðinni.\""},{\""de\"":\""Das Geschenk ist vom Vater.\"",\""lv\"":\""Gjöfin er frá föðurnum.\""},{\""de\"":\""Er kommt vom Arzt.\"",\""lv\"":\""Hann kemur frá lækninum.\""},{\""de\"":\""Sie fährt vom Flughafen.\"",\""lv\"":\""Hún ekur frá flugvellinum.\""},{\""de\"":\""Das ist vom Markt.\"",\""lv\"":\""Þetta er frá markaðnum.\""},{\""de\"":\""Wir kommen vom Fest.\"",\""lv\"":\""Við komum frá hátíðinni.\""},{\""de\"":\""Er holt Milch vom Bauern.\"",\""lv\"":\""Hann sækir mjólk til bóndans.\""},{\""de\"":\""Die Nachricht ist vom Chef.\"",\""lv\"":\""Skilaboðin eru frá yfirmanninum.\""}]"",""study.tip"":""[\""Mundu: von + dem → vom.\"",\""Í daglegu máli er yfirleitt sagt vom, ekki von dem.\""]"",""study.important"":""[\""vom = von dem og stendur með karlkyns eða hvorugkyns nafnorði í þágufalli.\"",\""Það vísar til uppruna, upphafsstaðar eða þess hvaðan eitthvað kemur.\"",\""Með kvenkyns þýsku nafnorði er sagt von der Mutter, ekki vom Mutter.\"",\""Ekki rugla vom saman við aus eða ab.\""]"",""study.sectionAccents"":""{\""explanation\"":{\""blue\"":[\""vom\"",\""von dem\""],\""purple\"":[\""frá\""],\""green\"":[\""þágufalli\"",\""uppruna\""]},\""examples\"":[{\""de\"":{\""blue\"":[\""vom\""]},\""lv\"":{\""purple\"":[\""frá lestarstöðinni\""]}},{\""de\"":{\""blue\"":[\""vom\""]},\""lv\"":{\""purple\"":[\""frá föðurnum\""]}},{\""de\"":{\""blue\"":[\""vom\""]},\""lv\"":{\""purple\"":[\""frá lækninum\""]}},{\""de\"":{\""blue\"":[\""vom\""]},\""lv\"":{\""purple\"":[\""frá flugvellinum\""]}},{\""de\"":{\""blue\"":[\""vom\""]},\""lv\"":{\""purple\"":[\""frá markaðnum\""]}},{\""de\"":{\""blue\"":[\""vom\""]},\""lv\"":{\""purple\"":[\""frá hátíðinni\""]}},{\""de\"":{\""blue\"":[\""vom\""]},\""lv\"":{\""purple\"":[\""til bóndans\""]}},{\""de\"":{\""blue\"":[\""vom\""]},\""lv\"":{\""purple\"":[\""frá yfirmanninum\""]}}],\""tip\"":[{\""blue\"":[\""vom\""]},{\""purple\"":[\""vom\""],\""red\"":[\""von dem\""]}],\""important\"":[{\""blue\"":[\""vom\"",\""von dem\""],\""green\"":[\""þágufalli\""]},{\""purple\"":[\""uppruna\"",\""upphafsstaðar\""]},{\""yellow\"":[\""von der Mutter\""],\""red\"":[\""vom Mutter\""]},{\""green\"":[\""aus\""],\""red\"":[\""ab\""]}],\""comparison\"":[{\""word\"":{\""green\"":[\""vom\""]},\""meaning\"":{\""purple\"":[\""frá\"",\""von dem\""]},\""example\"":{\""blue\"":[\""vom Bahnhof\""]}},{\""word\"":{\""green\"":[\""von\""]},\""meaning\"":{\""purple\"":[\""frá\""]},\""example\"":{\""yellow\"":[\""von mir\""]}},{\""word\"":{\""green\"":[\""aus\""]},\""meaning\"":{\""purple\"":[\""úr\"",\""uppruni\""]},\""example\"":{\""green\"":[\""aus Deutschland\""]}},{\""word\"":{\""green\"":[\""ab\""]},\""meaning\"":{\""purple\"":[\""frá og með\""]},\""example\"":{\""green\"":[\""ab Montag\""]}},{\""word\"":{\""green\"":[\""zu\""]},\""meaning\"":{\""purple\"":[\""til\"",\""hjá\""]},\""example\"":{\""red\"":[\""zum Arzt\""]}}]}"",""study.comparison"":""[{\""word\"":\""vom\"",\""meaning\"":\""frá (samdráttur úr von dem)\"",\""example\"":\""vom Bahnhof – frá lestarstöðinni\""},{\""word\"":\""von\"",\""meaning\"":\""frá (almennt)\"",\""example\"":\""von mir – frá mér\""},{\""word\"":\""aus\"",\""meaning\"":\""úr • frá (innan úr / uppruni)\"",\""example\"":\""aus Deutschland – frá Þýskalandi\""},{\""word\"":\""ab\"",\""meaning\"":\""frá og með (tími / staður)\"",\""example\"":\""ab Montag – frá og með mánudegi\""},{\""word\"":\""zu\"",\""meaning\"":\""til • hjá (gagnstæð átt)\"",\""example\"":\""zum Arzt – til læknis\""}]""}","IS vom / study: individuāli pārbaudīta LRB-040 rinda 3/50; pilnā composite kartīte aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-163","2d2f2d45311242c2","2d2f2d45311242c2902d01b152b757633c549c0ea46e71a2c94a9b8f1a762afc","DISC-G2-A1-IS-L0024","g2/a1/is|von|idx:635|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","von|idx:635","lv","no","von","","-st","-st","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","frá","IS von / lv: individuāli pārbaudīta LRB-040 rinda 4/50; precīzā scalar vērtība aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","dbbcad8c653e6188","dbbcad8c653e61889c4ae0a7f6696541bfc19e97dc2ac6d2a3c0a25496d66c81","DISC-G2-A1-IS-L0002","g2/a1/is|vor|idx:636|study|WRONG_LANGUAGE|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","vor|idx:636","study","pirms • priekšā","vor","","{""study.translation"":""Enne • Ees"",""study.explanation"":""[\""Põhiidee: vor tähää aja puhul enne või koha puhul ees.\"",\""Kui jutt on ajast, jähä vor enne.\"",\""Kui jutt på követs, gejää vor ees või kuräus.\"",\""Kellaajas betyr \\\""kuni\\\"", for eksempel fünf vor åtte.\""]"",""study.examples"":""[{\""de\"":\""Vor dem Essen wasche ich die Hände.\"",\""lv\"":\""Enne sömist ma pesen käsi.\""},{\""de\"":\""Das Auto steht vor dem Haus.\"",\""lv\"":\""Auto seisab maja ees.\""},{\""de\"":\""Es ist fünf vor acht.\"",\""lv\"":\""På viie minuti päcket omme.\""},{\""de\"":\""Nach dem Essen gehen wir spazieren.\"",\""lv\"":\""Etter sömmist ähme jalutama.\""}]"",""study.comparison"":""[{\""word\"":\""vor\"",\""meaning\"":\""Enne / ees\"",\""example\"":\""Vor dem Essen...\""},{\""word\"":\""nach\"",\""meaning\"":\""Etter / basseng\"",\""example\"":\""Nach dem Essen...\""},{\""word\"":\""neben\"",\""meaning\"":\""Körval\"",\""example\"":\""Neben dem Haus.\""},{\""word\"":\""hinter\"",\""meaning\"":\""Ta\"",\""example\"":\""Hinter dem Haus.\""}]"",""study.tip"":""{\""text\"":\""Atceries: pirms laikā, priekšā vietā → vor.\""}"",""study.important"":""[\""vor getur verið bæði tími og staðir.\"",\""vor dem Essen = fyrir matinn; vor dem Haus = fyrir framan húsið.\""]""}","{""study.translation"":""Enne • Ees"",""study.explanation"":""[\""Põhiidee: vor tähää aja puhul enne või koha puhul ees.\"",\""Kui jutt on ajast, jähä vor enne.\"",\""Kui jutt på követs, gejää vor ees või kuräus.\"",\""Kellaajas betyr \\\""kuni\\\"", for eksempel fünf vor åtte.\""]"",""study.examples"":""[{\""de\"":\""Vor dem Essen wasche ich die Hände.\"",\""lv\"":\""Enne sömist ma pesen käsi.\""},{\""de\"":\""Das Auto steht vor dem Haus.\"",\""lv\"":\""Auto seisab maja ees.\""},{\""de\"":\""Es ist fünf vor acht.\"",\""lv\"":\""På viie minuti päcket omme.\""},{\""de\"":\""Nach dem Essen gehen wir spazieren.\"",\""lv\"":\""Etter sömmist ähme jalutama.\""}]"",""study.comparison"":""[{\""word\"":\""vor\"",\""meaning\"":\""Enne / ees\"",\""example\"":\""Vor dem Essen...\""},{\""word\"":\""nach\"",\""meaning\"":\""Etter / basseng\"",\""example\"":\""Nach dem Essen...\""},{\""word\"":\""neben\"",\""meaning\"":\""Körval\"",\""example\"":\""Neben dem Haus.\""},{\""word\"":\""hinter\"",\""meaning\"":\""Ta\"",\""example\"":\""Hinter dem Haus.\""}]"",""study.tip"":""{\""text\"":\""Atceries: pirms laikā, priekšā vietā → vor.\""}"",""study.important"":""[\""vor getur verið bæði tími og staðir.\"",\""vor dem Essen = fyrir matinn; vor dem Haus = fyrir framan húsið.\""]""}","PASS","","WRONG_LANGUAGE","WRONG_OR_MIXED_TARGET_LANGUAGE","","CRITICAL","NONE","COMPOSITE_SCOPE_CAPTURED","COMPOSITE_SCOPE_CAPTURED","DECIDED","LABOT","{""lv"":""fyrir • fyrir framan"",""study.translation"":""fyrir • fyrir framan"",""study.explanation"":""[\""Meginhugmynd: vor merkir fyrir í tíma eða fyrir framan á stað.\"",\""Þegar rætt er um tíma merkir vor fyrir.\"",\""Þegar rætt er um stað merkir vor fyrir framan.\"",\""Í klukkunni merkir fünf vor acht fimm mínútur í átta.\""]"",""study.examples"":""[{\""de\"":\""Vor dem Essen wasche ich die Hände.\"",\""lv\"":\""Fyrir mat þvæ ég mér um hendurnar.\""},{\""de\"":\""Das Auto steht vor dem Haus.\"",\""lv\"":\""Bíllinn stendur fyrir framan húsið.\""},{\""de\"":\""Es ist fünf vor acht.\"",\""lv\"":\""Klukkan er fimm mínútur í átta.\""},{\""de\"":\""Nach dem Essen gehen wir spazieren.\"",\""lv\"":\""Eftir mat förum við í göngutúr.\""}]"",""study.tip"":""{\""text\"":\""Mundu: fyrir í tíma, fyrir framan á stað → vor.\""}"",""study.important"":""[\""vor getur vísað bæði til tíma og staðar.\"",\""vor dem Essen = fyrir mat; vor dem Haus = fyrir framan húsið.\""]"",""study.sectionAccents"":""{\""explanation\"":{\""blue\"":[\""vor\"",\""fünf vor acht\""],\""purple\"":[\""fyrir\"",\""fyrir framan\"",\""fimm mínútur í átta\""],\""green\"":[\""tíma\"",\""stað\""]},\""examples\"":[{\""de\"":{\""blue\"":[\""Vor\""],\""yellow\"":[\""Essen\""]},\""lv\"":{\""purple\"":[\""Fyrir mat\""]}},{\""de\"":{\""blue\"":[\""vor\""],\""yellow\"":[\""Haus\""]},\""lv\"":{\""purple\"":[\""fyrir framan húsið\""]}},{\""de\"":{\""blue\"":[\""vor\""]},\""lv\"":{\""purple\"":[\""fimm mínútur í átta\""]}},{\""de\"":{\""red\"":[\""Nach\""],\""yellow\"":[\""Essen\""]},\""lv\"":{\""purple\"":[\""Eftir mat\""]}}],\""tip\"":{\""left\"":{\""blue\"":[\""vor\""],\""purple\"":[\""fyrir\"",\""fyrir framan\""]}},\""important\"":[{\""blue\"":[\""vor\""],\""purple\"":[\""tíma\"",\""staðar\""]},{\""blue\"":[\""vor dem Essen\"",\""vor dem Haus\""],\""purple\"":[\""fyrir mat\"",\""fyrir framan húsið\""]}],\""comparison\"":[{\""word\"":{\""green\"":[\""vor\""]},\""meaning\"":{\""purple\"":[\""fyrir\"",\""fyrir framan\""]},\""example\"":{\""blue\"":[\""Vor\""]}},{\""word\"":{\""green\"":[\""nach\""]},\""meaning\"":{\""purple\"":[\""eftir\"",\""til\""]},\""example\"":{\""red\"":[\""Nach\""]}},{\""word\"":{\""green\"":[\""neben\""]},\""meaning\"":{\""purple\"":[\""við hliðina á\""]},\""example\"":{\""green\"":[\""Neben\""]}},{\""word\"":{\""green\"":[\""hinter\""]},\""meaning\"":{\""purple\"":[\""á bak við\""]},\""example\"":{\""yellow\"":[\""Hinter\""]}}]}"",""study.comparison"":""[{\""word\"":\""vor\"",\""meaning\"":\""fyrir • fyrir framan\"",\""example\"":\""Vor dem Essen... – Fyrir mat...\""},{\""word\"":\""nach\"",\""meaning\"":\""eftir • til\"",\""example\"":\""Nach dem Essen... – Eftir mat...\""},{\""word\"":\""neben\"",\""meaning\"":\""við hliðina á\"",\""example\"":\""Neben dem Haus. – Við hliðina á húsinu.\""},{\""word\"":\""hinter\"",\""meaning\"":\""á bak við\"",\""example\"":\""Hinter dem Haus. – Á bak við húsið.\""}]""}","IS vor / study: individuāli pārbaudīta LRB-040 rinda 5/50; pilnā composite kartīte aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","COMPOSITE_SCOPE_REQUIRES_FIELD_LEVEL_OWNER","INDIVIDUAL_LINGUISTIC"
"BATCH-098","4ee89c8f69c66855","4ee89c8f69c66855efb59df27d55bd06f4e9bb6b154cbba9c9e7e7d7eb2e006a","DISC-G2-A1-IS-L0001","g2/a1/is|Vorname|idx:637|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Vorname|idx:637","lv","vārds","Vorname","","Eesnimi","Eesnimi","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","fornafn","IS Vorname / lv: individuāli pārbaudīta LRB-040 rinda 6/50; precīzā scalar vērtība aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-098","595eadcfb13ea623","595eadcfb13ea6239cd7cb02f1edd9097b0875ebbd388c269522f65408f74ce7","DISC-G2-A1-IS-L0002","g2/a1/is|Wald|idx:638|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Wald|idx:638","lv","mežs","Wald","","Mets","Mets","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","skógur","IS Wald / lv: individuāli pārbaudīta LRB-040 rinda 7/50; precīzā scalar vērtība aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-163","0bf12a4772d01a12","0bf12a4772d01a12aebd34de38ae55b6f1828719104fc1f70baf8f0fd36d8749","DISC-G2-A1-IS-L0003","g2/a1/is|Wand|idx:639|lv|MISTRANSLATION|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","Wand|idx:639","lv","siena","Wand","","Sent","Sent","PASS","","MISTRANSLATION","SEMANTIC_OR_MEANING_ERROR","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","veggur","IS Wand / lv: individuāli pārbaudīta LRB-040 rinda 8/50; precīzā scalar vērtība aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","SEMANTIC_MEANING_REVIEW_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","b5c65569347adba1","b5c65569347adba1c66e3dc486aaa3ee2e591119fa1b79664832e6b8e065fa9f","DISC-G2-A1-IS-L0004","g2/a1/is|wann|idx:640|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","wann|idx:640","lv","kad","wann","","Millal","Millal","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","hvenær","IS wann / lv: individuāli pārbaudīta LRB-040 rinda 9/50; precīzā scalar vērtība aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
"BATCH-100","da2ae2821e1d9214","da2ae2821e1d92144b8eb26929d017282fa7e6d6406ebe7227568b1d38ff8359","DISC-G2-A1-IS-L0005","g2/a1/is|warm|idx:641|lv|TARGET_LANGUAGE_MISMATCH|gpt-5.6-luna","is","","crowdin-staging/g2/is-a1.json","warm|idx:641","lv","silts","warm","","Soe","Soe","PASS","","TARGET_LANGUAGE_MISMATCH","WRONG_OR_MIXED_TARGET_LANGUAGE","","HIGH","NONE","CHANGED_SINCE_DISCOVERY","EXPLICIT_FIELD_ALIAS","DECIDED","LABOT","hlýr","IS warm / lv: individuāli pārbaudīta LRB-040 rinda 10/50; precīzā scalar vērtība aizvietota ar dabisku islandiešu saturu, DE avots nemainīts.","TARGET_LANGUAGE_REWRITE_REQUIRED","INDIVIDUAL_LINGUISTIC"
